nitrogen,phosphorus,potassium,ph,temperature,humidity,rainfall,soil,season,crop
51.32,31.02,108.55,5.58,32.58,88.3,185.54,Sandy,Kharif,Coconut
97.05,45.82,52.94,6.01,31.72,78.71,78.87,Sandy Loam,Zayad,Muskmelon
48.88,37.28,37.08,6.57,34.37,73.23,198.53,Clay,Kharif,Jute
31.43,113.67,213.1,6.29,26.69,71,94.56,Black Soil,Kharif,Grapes
25.14,40.01,33.98,7.29,27.61,68.46,59.5,Sandy Loam,Kharif,MothBeans
97.35,61.99,251.82,7.18,32.65,75.9,130.19,Loamy,Kharif,Banana
90.23,78.97,321.01,6.66,34.64,80.84,171.39,Red Soil,Kharif,Banana
38.2,24.63,25.38,6.54,28.65,70.69,126.61,Red Soil,Kharif,Orange
39.93,101.45,235.73,5.68,17.12,72.01,137.87,Sandy Loam,Rabi,Apple
38.27,26.39,30.13,6.01,27.19,54.29,82.05,Sandy Loam,Kharif,Mango
98.27,75.69,275.6,7.18,28.72,88.15,177.74,Clay Loam,Kharif,Banana
99.48,49,49.85,6.19,24.45,71.36,60.32,Sandy,Kharif,Muskmelon
124.01,46.43,55.44,6.94,23.69,77.65,64.01,Black Soil,Kharif,Cotton
19.64,56.01,34.97,6.93,32.54,60.09,54.29,Sandy,Kharif,MothBeans
20.84,41.28,30.14,6.95,27.2,82.61,92.83,Loamy,Kharif,MungBean
34.78,51.59,20.73,7.48,29.19,63.08,37.12,Loamy,Kharif,MothBeans
42.54,66.86,53.68,7.08,20.7,77.26,94.49,Clay,Rabi,Chickpea
33.68,24.06,22.04,5.65,27.23,57.11,147.1,Red Soil,Kharif,Mango
35.99,52.35,33.89,6.76,32.24,76.91,82.81,Clay,Kharif,Blackgram
31.56,98.13,294.09,7.49,25.06,69.43,78.65,Loamy,Rabi,Grapes
24.61,52.42,30.61,6.68,23.59,71.36,86.52,Loamy,Kharif,PigeonPeas
30.56,33.89,37.58,6.66,28.05,60.45,144.29,Sandy Loam,Kharif,Mango
41.86,47.57,133.36,7.21,29.38,77.86,190.91,Coastal Sandy,Kharif,Coconut
42.99,59.89,55.49,6.57,28.53,60.71,72.52,Loamy,Rabi,Chickpea
47.68,35.18,149.54,6.7,30.34,76.56,204.12,Loamy,Kharif,Coconut
107.22,54.34,100.7,6.2,23.28,79.97,218.33,Red Soil,Rabi,Coffee
86.88,56.1,57.28,6.54,31.56,79.78,52.56,Sandy,Kharif,Muskmelon
31.33,16.61,30.59,7.03,33.08,46.53,57.01,Loamy,Kharif,Pomegranate
99.42,40.37,40.46,6.86,27.71,66.7,62.57,Sandy Loam,Zayad,Muskmelon
48.97,52.12,49.69,6.43,27.07,73.25,62.92,Red Soil,Kharif,Blackgram
98.28,76.74,99.5,6.37,30.93,83.34,196.39,Red Soil,Kharif,Papaya
134.03,54.51,57.52,6.34,27.08,61.45,118.67,Clay,Kharif,Cotton
132.95,57.17,52.59,6.78,25.71,79.11,113.91,Black Soil,Kharif,Cotton
47.29,60.79,36.3,7.17,25.03,69.51,90.81,Loamy,Rabi,Blackgram
87.53,56.87,46.94,6.45,26.23,69.92,76.94,Sandy,Zayad,Muskmelon
98.59,71.61,97.96,6.2,24.32,78.6,153.23,Loamy,Kharif,Papaya
91.73,45.4,45.45,6.94,23.28,89.3,273.42,Clay,Kharif,Rice
32.97,67.74,49.05,6.38,21.18,64.97,66.42,Loamy,Rabi,Chickpea
71.74,43.51,36.67,5.73,18.21,72.14,53.72,Sandy Loam,Kharif,Maize
40.93,55.72,59.34,6.86,29.88,60.35,69.19,Sandy Loam,Rabi,Chickpea
29.54,41.6,28.96,6.73,32.16,69.01,42.32,Sandy,Kharif,MothBeans
61.81,55.06,56.4,6.54,20.04,63.6,40.15,Clay Loam,Rabi,Wheat
42.55,54.25,46.04,6.03,25.64,73.36,86.61,Sandy Loam,Rabi,Chickpea
29.9,18.12,26.37,7.24,24.73,40.79,62.44,Red Soil,Rabi,Pomegranate
28.94,47.82,20.84,7.53,26.95,50.24,35.74,Sandy,Kharif,MothBeans
49.44,67.96,56.82,6.36,28.97,73.98,63.94,Clay,Rabi,Chickpea
69.92,57.19,43.23,7.12,19.69,64.07,57.45,Clay Loam,Rabi,Wheat
40.37,53.46,38.24,7.29,26.6,65.37,64.64,Red Soil,Kharif,Blackgram
21.63,45.38,20.17,7.36,33.24,81.59,89.78,Clay Loam,Zayad,MungBean
92.36,49.21,48.71,6.04,22.66,82.78,268.94,Clay Loam,Kharif,Rice
49.55,15.31,32.57,6.09,29.04,79.33,143.56,Loamy,Rabi,Orange
32.5,31.36,16.03,6.49,20.79,60.08,117.85,Loamy,Rabi,Orange
35.22,69.16,59.15,6.02,21.92,66.24,91.71,Sandy Loam,Rabi,Chickpea
39.52,60.04,28.98,6.3,20.7,62.5,107.46,Red Soil,Kharif,PigeonPeas
69.91,44.65,53.51,6.6,17.88,68.37,70.73,Clay,Rabi,Wheat
32.22,110.26,227.99,6.11,16.68,70.14,113.46,Sandy Loam,Rabi,Apple
29.03,69.23,35.64,6.77,24.81,77.9,83.31,Loamy,Kharif,PigeonPeas
64.87,41.36,42.32,6.34,22.17,56.2,54.21,Loamy,Rabi,Wheat
30.66,48.3,26.92,6.94,30.28,70.29,70.58,Sandy,Kharif,MungBean
56.01,37.11,137.76,6.44,33.56,81.35,156.68,Loamy,Kharif,Coconut
22.21,44.96,30.83,7.43,28.89,76.86,90.35,Clay Loam,Kharif,MungBean
84.65,43.61,40.75,5.78,21.1,88.7,176.63,Clay Loam,Kharif,Rice
45.39,32.77,27.63,6.15,26.48,63.09,127.32,Loamy,Rabi,Orange
97.51,72.52,97.61,6.02,24.99,82.58,176.79,Loamy,Kharif,Papaya
80.04,76.23,274.83,7.2,26.24,80.45,121.05,Loamy,Kharif,Banana
31.94,68.71,32.31,6.21,23.6,68.97,79.8,Loamy,Rabi,Lentil
33.9,19.33,34.14,6.98,34.03,46.19,75.1,Sandy,Kharif,Pomegranate
98.79,47.09,54.17,6.47,26.84,79.73,44.38,Sandy Loam,Zayad,Muskmelon
46.86,67.91,51.71,6.97,24.96,78.31,84.56,Sandy Loam,Rabi,Chickpea
32.57,52.8,37.17,6.61,27.18,76.29,91.7,Clay,Kharif,Blackgram
97.62,68.06,92.21,6.07,30.87,84.49,136.09,Loamy,Kharif,Papaya
93.61,78.91,95.27,6.19,27.14,83.22,184.71,Red Soil,Kharif,Papaya
104.82,76.48,343.46,6.74,26.96,82,169.15,Clay Loam,Kharif,Banana
33.43,59.57,22.56,5.6,21.42,66.87,83.06,Sandy Loam,Rabi,KidneyBeans
100.46,47.25,43.55,7.01,21.66,73.72,67.68,Loamy,Kharif,Cotton
29.7,65.6,23.51,6,18.49,64.9,98.01,Sandy,Kharif,KidneyBeans
19.55,21.01,26.97,6.96,21.76,48.86,76.89,Sandy,Rabi,Pomegranate
74.27,40.94,30.45,6.05,19.28,67.49,72.42,Sandy Loam,Rabi,Maize
72.96,54.32,34.57,6.78,21.18,71.45,68.19,Sandy Loam,Rabi,Maize
73.85,46.16,31.67,6.13,21.45,66.87,87.45,Sandy Loam,Rabi,Maize
44.93,60.69,43.78,6.67,21.17,66.06,85.35,Loamy,Rabi,Chickpea
57.05,58.55,53.01,6.94,22.24,65.34,77.44,Clay Loam,Rabi,Wheat
21.9,67.62,25.28,6.76,15.99,66.84,72.59,Sandy Loam,Kharif,KidneyBeans
38.75,118.53,200.08,7.29,16.7,68.15,51.08,Sandy,Rabi,Grapes
22.92,52.91,21.27,6.95,32.05,57.88,44.86,Sandy,Kharif,MothBeans
100.56,58.93,43.57,7.46,24.5,68.83,50.78,Sandy Loam,Zayad,Watermelon
20.84,50.11,26.74,7.2,30.68,84.84,83.73,Clay Loam,Zayad,MungBean
32.59,63.24,28.12,6.05,18.23,68.58,72.26,Loamy,Rabi,Lentil
23.42,52.28,30.27,6.13,16.78,71.8,57.45,Sandy,Rabi,Lentil
24.63,25.92,33.4,6.91,24.67,41.54,57.03,Loamy,Kharif,Pomegranate
22.02,52.54,33.51,6.01,28.81,75.23,75.69,Loamy,Kharif,MungBean
82.71,57.5,33.37,6.59,24.43,56.09,92,Loamy,Kharif,Maize
38.88,114.52,202.78,6.35,25.84,67.18,61.2,Black Soil,Kharif,Grapes
92.72,49.65,42.78,6.82,25.54,89.2,264.68,Loamy,Kharif,Rice
85.92,42.07,48.07,5.83,26.24,82.25,280.84,Loamy,Kharif,Rice
56.55,37.56,21.75,7.28,24.61,74.11,157.22,Alluvial,Kharif,Jute
82.32,55.96,45.28,6.93,27.27,77.59,52.64,Sandy,Zayad,Muskmelon
39.62,124.42,218.93,5.6,11.87,72.41,109.47,Sandy Loam,Rabi,Apple
31.69,65.92,54.94,6.25,20.28,65.99,81.63,Loamy,Rabi,Chickpea
32.25,46.22,23.79,7.3,32.05,55.53,31.37,Loamy,Kharif,MothBeans
24.11,49.79,26.28,6.61,33.75,83.97,71.17,Sandy,Zayad,MungBean
119.6,55.79,86.21,6.1,24.25,70.45,158.26,Loamy,Kharif,Coffee
45.23,61.83,55.6,7.5,28.86,78.7,83.85,Clay,Rabi,Chickpea
95.57,62.3,251.7,6.12,34.23,85.66,167.9,Clay Loam,Kharif,Banana
22.65,52.13,36.68,7.46,26.47,72.95,61.26,Sandy,Kharif,MungBean
57.63,40.68,42.18,6.19,12.31,56.56,57.45,Loamy,Rabi,Wheat
44.66,28.16,38.44,6.13,29.2,76.55,219.36,Clay,Kharif,Jute
96.11,63.88,90.81,6.8,25.07,76.99,139.19,Sandy Loam,Kharif,Papaya
45.06,64.7,34.81,6.73,32.99,74.56,71.53,Loamy,Rabi,Blackgram
55.2,29.72,25.79,7.39,33.8,83.85,213.94,Loamy,Kharif,Jute
48.93,56.63,37.53,6.75,33.22,76.29,67.51,Loamy,Kharif,Blackgram
33.3,52.43,32.07,6.66,19.27,70.68,53.87,Loamy,Rabi,Lentil
40.39,38.42,32.59,6.08,25.45,77.13,196.79,Alluvial,Kharif,Jute
39.49,56.56,26.86,7.24,19.02,73.32,46.69,Clay Loam,Rabi,Lentil
26.49,52.12,22.84,6.88,26.13,57.89,44.31,Sandy,Kharif,MothBeans
24.99,15.64,24.95,7.09,24.91,51.88,113.11,Red Soil,Kharif,Mango
39.37,56.03,47.78,6.11,22.79,78.4,77.73,Loamy,Rabi,Chickpea
39.07,53.39,29.25,7.5,28.42,78.51,91.72,Clay Loam,Kharif,MungBean
29.89,114.55,200.76,6.93,11.88,69.47,113.97,Sandy Loam,Rabi,Apple
47.57,64.61,49.47,6.74,22.02,75.75,91.87,Clay,Rabi,Chickpea
33.76,95.9,232.11,6.27,29.14,71.13,65.11,Sandy,Kharif,Grapes
36.68,106.15,224,6.18,17.91,64.04,142.78,Loamy,Rabi,Apple
102.98,50.79,58.79,7.29,23.35,77.22,93.06,Clay,Kharif,Cotton
41.47,49.72,126.45,6.33,34.42,79.29,241.86,Loamy,Kharif,Coconut
37.42,40.31,35.88,7.09,26.8,82.85,99.88,Loamy,Zayad,MungBean
32.19,82.75,260.16,6.91,19.52,71.82,50.88,Sandy,Rabi,Grapes
59.76,32.46,28.19,6.91,33.07,89.78,188.69,Clay,Kharif,Jute
16.87,50.17,38.07,7.81,26.84,53.45,34.84,Loamy,Kharif,MothBeans
29.11,51.87,36.73,7.15,20.33,79.58,88.64,Red Soil,Kharif,PigeonPeas
25.72,51.68,39.95,6.7,28.91,62.19,118.35,Loamy,Kharif,PigeonPeas
82.19,51.42,21.03,6.42,18.63,60.25,86.12,Loamy,Rabi,Maize
105.07,73.33,337.51,6.13,30.73,76,124.27,Loamy,Kharif,Banana
90.46,56.76,46.31,6.82,26.92,75.98,78.02,Loamy,Zayad,Watermelon
113.11,55.19,45.36,6.98,24.15,71.24,116.06,Black Soil,Kharif,Cotton
20.28,100.86,266.07,6.28,22.95,60.81,61.06,Black Soil,Rabi,Grapes
81.48,48.06,44.94,5.99,20.09,82.31,229.36,Clay Loam,Kharif,Rice
87.77,48.23,40.9,6.75,22.09,87.95,287.28,Clay Loam,Rabi,Rice
49.29,53.56,46.67,7.45,26.63,76.64,69.76,Loamy,Kharif,Blackgram
34,47.9,31.15,6.45,29.68,79.01,82.62,Sandy,Kharif,MungBean
19.77,20.02,33.65,6.91,16.66,44.4,59.79,Loamy,Rabi,Pomegranate
91.7,70.24,98.11,6.62,26.69,78.88,157.31,Loamy,Kharif,Papaya
42.27,24.66,30.64,7.15,20.54,72.61,129.78,Loamy,Rabi,Orange
48.92,15.27,30.44,6.63,29.34,76.71,100.51,Sandy Loam,Rabi,Orange
78.13,49.46,36.91,5.66,20.03,62.1,64.1,Loamy,Rabi,Maize
20.28,46.76,29.1,6.85,31.58,71.01,77.4,Loamy,Zayad,MungBean
86.91,50.51,33.55,6.77,25.38,70.04,74.14,Loamy,Rabi,Maize
38.86,61.24,22.01,6.35,20.04,65.24,110.2,Red Soil,Kharif,PigeonPeas
31.59,69.31,39.64,6.82,21.78,62.38,101.72,Clay,Kharif,PigeonPeas
86.47,59.04,39.86,6.75,25.45,55.61,53.34,Clay Loam,Kharif,Maize
48.81,57.64,57.45,6.37,27.04,73.08,79.27,Loamy,Rabi,Chickpea
31.51,51.71,39.92,6.27,29.27,63.38,96.64,Clay,Kharif,PigeonPeas
28.4,56.75,39.85,6.45,21.14,68.25,65.94,Sandy Loam,Kharif,KidneyBeans
21.24,69.38,25.58,6.02,27.77,65.19,95.02,Red Soil,Kharif,PigeonPeas
41.45,31,23.06,6.54,31.81,89.82,190.38,Alluvial,Kharif,Jute
83.6,63.93,81.39,6.15,28.58,79.24,165.4,Sandy Loam,Kharif,Papaya
31.7,100.15,282.61,6.16,26.68,69.69,62.59,Loamy,Kharif,Grapes
49.19,31.51,29.91,6.27,24.06,77,248.91,Clay,Kharif,Jute
57.24,32.79,33.57,6.72,33.76,87.6,202.17,Clay,Kharif,Jute
26.85,64.95,30.02,6.94,22.23,61.35,106.37,Loamy,Kharif,PigeonPeas
50.37,55.74,57.87,6.29,20,64.55,67.15,Loamy,Rabi,Wheat
43.62,51.33,44.5,6.08,20.17,71.33,73.52,Sandy Loam,Rabi,Chickpea
104.48,57.43,113.02,6.13,19.19,77.49,236.05,Clay Loam,Kharif,Coffee
32.36,24.39,18.17,6.96,33.7,49.13,97.55,Sandy,Kharif,Pomegranate
85.06,43.87,44.98,6.87,22.86,82.57,184.51,Clay Loam,Rabi,Rice
35.36,106.79,240.71,6.32,11.67,67.06,132.88,Loamy,Rabi,Apple
27.74,15.38,39.04,7.34,33.52,51.11,102.5,Red Soil,Kharif,Mango
34.62,68.2,22.85,6.77,22.91,63.78,68.16,Sandy Loam,Rabi,KidneyBeans
23.04,20.71,30.59,7.27,26.62,63.14,89.35,Loamy,Kharif,Mango
108.78,49.43,45.35,6.61,21.11,73.87,82.26,Clay,Kharif,Cotton
52.04,55.79,49.3,7.32,23.17,52.19,58.2,Clay Loam,Rabi,Wheat
19.22,17.31,32.95,6.7,25.73,41.09,53.88,Red Soil,Rabi,Pomegranate
86.95,49.4,45.75,6.17,22.56,86.22,279.34,Clay Loam,Rabi,Rice
30.36,146.6,238.49,6.6,18.14,64.06,108.64,Loamy,Rabi,Apple
49.77,33.95,33.74,6.66,27.35,76.04,122.21,Sandy Loam,Kharif,Orange
95.67,45.48,48.54,5.51,21.08,88.72,229.03,Clay Loam,Kharif,Rice
55.77,39.3,129.84,5.87,27.01,81.04,192.66,Sandy,Kharif,Coconut
24.79,54.91,24.79,6.34,23.34,71.05,64.27,Loamy,Kharif,KidneyBeans
27.01,63.75,38.94,6.38,24.33,63.97,98.7,Loamy,Kharif,PigeonPeas
48.21,36.88,112.83,6.48,29.29,72.22,152.49,Loamy,Kharif,Coconut
87.63,41.13,21.66,6.59,21.97,55.71,89.24,Clay Loam,Rabi,Maize
55.93,51.05,45.94,7.45,12.98,60.12,68.72,Clay Loam,Rabi,Wheat
23.87,89.92,221.68,6.85,20.14,73.88,82.3,Loamy,Rabi,Grapes
26.31,81.64,245.08,6.92,18.5,67.67,96.19,Sandy,Kharif,Grapes
33.95,28.74,17.01,7.42,29.25,74.46,129.09,Sandy Loam,Kharif,Orange
38,142.83,234.37,5.75,22.75,67.74,117.21,Sandy Loam,Rabi,Apple
89.13,56.85,33.82,6.5,26.36,57.6,99.98,Sandy Loam,Kharif,Maize
26.28,116.82,213.91,7.36,16.98,71.28,84.58,Sandy,Kharif,Grapes
35.2,57.85,39.62,6.63,21.18,69.87,64.29,Sandy,Rabi,KidneyBeans
59.7,48.88,55.37,7.49,23.09,57.89,77.19,Loamy,Rabi,Wheat
32.62,25.76,24.21,7.19,22.45,52.53,61.31,Red Soil,Kharif,Pomegranate
35.12,52.21,34.52,7.07,28.77,73.48,110.06,Red Soil,Kharif,PigeonPeas
21.22,54.89,31.28,7.26,23.89,63.26,42.85,Sandy,Rabi,Lentil
32.5,57.28,32.43,5.63,20.4,66.84,90.25,Loamy,Rabi,KidneyBeans
98.06,47.17,41.58,6.66,21.9,85.19,155.38,Clay,Kharif,Rice
105.73,50.38,48.36,6.19,24.1,72.59,79.86,Sandy,Zayad,Watermelon
98.22,78.08,86.56,6.14,26.99,79,116.31,Sandy Loam,Kharif,Papaya
27.27,55.59,32.92,7.37,31.17,84.67,93.42,Loamy,Kharif,MungBean
98.56,79.31,89.7,6.61,23.64,70.2,116.29,Red Soil,Kharif,Papaya
21.88,115.3,232.82,6.65,19.11,73.9,70.3,Black Soil,Rabi,Grapes
56.79,47.69,134.32,5.58,29.08,78.13,245.67,Sandy,Kharif,Coconut
26.56,34.45,28.69,7.33,16.99,49.06,89.66,Red Soil,Kharif,Pomegranate
93.88,51.12,46.42,6.09,24.75,73.17,49.11,Sandy Loam,Kharif,Watermelon
85.28,45.03,34.41,6.62,20.05,62.65,73.13,Clay Loam,Rabi,Maize
56.24,41.62,53.94,7.29,13.66,69.85,47.92,Loamy,Rabi,Wheat
41.59,45.88,143.55,7.11,34.74,87.47,223.69,Coastal Sandy,Kharif,Coconut
57.17,34.5,115.64,6.19,30.76,73.79,183.28,Coastal Sandy,Kharif,Coconut
70.4,49.03,36.8,5.72,25.35,72.1,62.26,Clay Loam,Kharif,Maize
88.08,41.88,43.3,6.29,23.56,83.65,258.11,Clay Loam,Kharif,Rice
31.79,57.66,33.23,6.57,21.96,60.92,41.64,Clay Loam,Rabi,Lentil
127.85,45.41,49.64,6.14,23.32,75.12,76.97,Black Soil,Kharif,Cotton
56.42,36.45,117.92,6.44,32.42,73.67,200.56,Loamy,Kharif,Coconut
57.77,59,45.73,7.06,15.59,66.88,50.46,Clay,Rabi,Wheat
109.8,69.78,269.93,6.02,31.84,86.4,126.16,Red Soil,Kharif,Banana
27.35,56.35,33.5,6.22,23.45,68.23,59.05,Clay Loam,Rabi,Lentil
80.93,45.67,30.84,5.75,26.85,74.56,78.36,Loamy,Kharif,Maize
31.98,61.56,30.71,6.54,32.21,68.62,83.52,Loamy,Kharif,Blackgram
39.12,126.47,203,6.84,12.09,69.35,104.31,Sandy Loam,Rabi,Apple
53.22,46.38,116.12,7.05,31.65,78.03,194.1,Coastal Sandy,Kharif,Coconut
48.64,55.7,40.32,6.77,28.5,66.04,94.53,Clay,Rabi,Chickpea
44,49.72,146.41,6.38,28.49,82.46,202.13,Loamy,Kharif,Coconut
84.65,60.71,272.6,6.02,26.72,83.8,108.58,Red Soil,Kharif,Banana
28.61,53.02,34.53,7.25,22.38,68.16,75.08,Sandy,Rabi,Lentil
80.8,41.41,41.58,5.9,22.14,80.36,230.47,Loamy,Rabi,Rice
22.07,56.97,37.07,7.47,31.2,55.2,48.06,Sandy,Kharif,MothBeans
42.85,35.48,35.14,6.79,31.3,77.2,244.89,Alluvial,Kharif,Jute
26.46,69.4,35.37,5.6,23.17,71.72,63.02,Sandy Loam,Kharif,KidneyBeans
31.87,26.12,22.47,6.63,30.9,50.87,78.13,Loamy,Rabi,Pomegranate
22.05,51.76,33.55,7.45,25.16,72.4,117.55,Clay,Kharif,PigeonPeas
30.98,121.32,246.24,5.96,21.19,70.62,111.71,Sandy Loam,Rabi,Apple
91.71,49.86,46.97,6.41,20.76,89.04,200.89,Clay,Kharif,Rice
89.62,64.91,96.88,6.1,28.54,75.76,123.55,Sandy Loam,Kharif,Papaya
29.17,47.57,28.44,7.52,25.18,68.53,42.82,Loamy,Kharif,MothBeans
97.37,53.54,48.62,6.25,30.48,78.43,42.27,Loamy,Kharif,Muskmelon
27.47,26.39,27.08,7.13,32.79,39,71.49,Loamy,Rabi,Pomegranate
52.63,35.08,21.24,7.33,29.89,72.42,179.77,Loamy,Kharif,Jute
94.35,54.46,59.18,6.23,29.68,75.92,40.11,Loamy,Zayad,Muskmelon
49.4,38.27,105.03,5.71,31.19,78.21,195.14,Coastal Sandy,Kharif,Coconut
32.34,141.92,208.22,6.01,22.7,62.67,111.92,Loamy,Rabi,Apple
37.64,108.2,201.04,6.24,11.33,61.32,126.21,Sandy Loam,Rabi,Apple
92.83,55.67,45.85,6.55,28.97,79.67,67.77,Loamy,Zayad,Watermelon
36.63,20.49,23.41,6.45,30.04,62.02,107.59,Loamy,Kharif,Mango
98.13,53.24,100.7,6.19,19.81,83,249.52,Clay Loam,Kharif,Coffee
36.04,50.92,37.99,7.41,29.07,77.59,93.85,Sandy,Kharif,MungBean
25.78,46.47,21.03,7.23,31.69,82.91,63.89,Clay Loam,Zayad,MungBean
119.62,72.19,344.05,6.44,29.4,84.16,103.86,Red Soil,Kharif,Banana
23.9,59.96,27.65,6.16,18.32,72.27,75.91,Sandy,Rabi,Lentil
92.33,47.16,48.25,6.1,26.73,76.37,57.45,Sandy Loam,Kharif,Muskmelon
93.07,70.29,84.88,6.59,27.79,73.47,116.43,Red Soil,Kharif,Papaya
35.9,63.63,47.89,6.34,34.82,75.34,83.93,Clay,Kharif,Blackgram
28.48,104.93,207.3,6.65,16.99,61.95,149.87,Clay Loam,Rabi,Apple
39.02,117.59,212.16,6.33,23.46,60.51,143.38,Sandy Loam,Rabi,Apple
85.88,66.79,97.24,6.6,26.45,74.16,123.36,Red Soil,Kharif,Papaya
84.63,64.1,83.41,6.64,22,82.88,197.23,Loamy,Kharif,Papaya
111.38,43.56,41.11,6.72,26.99,67.12,51.32,Sandy,Kharif,Watermelon
77.09,48.21,24.08,5.61,24.04,57.79,57.94,Sandy Loam,Rabi,Maize
25.17,135.08,201.67,5.73,22.77,74.86,116.89,Clay Loam,Rabi,Apple
89.86,51.3,49.88,6.67,26.28,79.33,45.67,Sandy Loam,Kharif,Watermelon
91.61,65.81,81.22,6.21,30.76,76.17,120.02,Loamy,Kharif,Papaya
58.94,24.94,30.45,6.51,32.76,73.67,248.71,Alluvial,Kharif,Jute
96.43,52.73,94.08,6.1,20.18,74.71,241.03,Red Soil,Kharif,Coffee
85.56,43.51,27.54,5.91,21.92,71.78,75.43,Clay Loam,Rabi,Maize
116.78,48.36,56.53,7.3,23.01,76.35,63.8,Black Soil,Kharif,Cotton
31.45,100.83,253.57,7.4,18.3,63.66,64.27,Black Soil,Kharif,Grapes
80.45,72.44,96.83,6.56,30.94,72.73,188.28,Loamy,Kharif,Papaya
110.23,44.21,59.55,6.5,25.48,65.73,67.44,Sandy,Kharif,Watermelon
49.83,29.08,18.69,7.32,26.86,69.36,142.4,Red Soil,Kharif,Orange
18.33,43.08,37.91,7.98,31.75,57.03,40.51,Loamy,Kharif,MothBeans
96.45,46.08,46.91,6.7,21.35,82.02,268.9,Clay Loam,Rabi,Rice
42.24,67.81,49.77,6.52,29.29,77.46,61.32,Loamy,Rabi,Blackgram
56.55,49.38,117.49,6.73,29.6,72.23,205.11,Sandy,Kharif,Coconut
25.58,18.43,31.71,7.3,23.71,54.39,58.49,Sandy,Rabi,Pomegranate
66.27,46.2,53.58,6.83,12.23,60.99,51.81,Clay,Rabi,Wheat
40.72,28.83,34.97,7.11,27.62,76.3,248.3,Clay,Kharif,Jute
45.45,33.43,114.08,6.63,32.33,70.81,174.28,Loamy,Kharif,Coconut
32.71,100.72,246.6,6.95,11.53,60.58,131.56,Loamy,Rabi,Apple
15.15,47.07,20.12,7.53,33.6,64.46,35.5,Sandy Loam,Kharif,MothBeans
95.09,52.41,42.49,6.63,26.4,65.92,66.53,Sandy Loam,Kharif,Watermelon
86.18,47.64,22.39,5.91,18.79,57.43,84.25,Loamy,Kharif,Maize
26.43,55.14,21.94,7.08,28.95,64.34,50.55,Loamy,Kharif,MothBeans
28.19,30.28,23.83,6.93,15.74,37.06,73.99,Sandy,Rabi,Pomegranate
26.04,51.66,37.32,6.63,15.39,74,89.13,Sandy Loam,Kharif,KidneyBeans
43.78,54.68,40.33,6.67,27.72,70.38,87.81,Clay,Rabi,Chickpea
21.23,53.28,21.46,7.23,27.13,67,39.85,Loamy,Kharif,MothBeans
48.13,65.14,40.85,6.01,26.97,69.17,74.17,Clay,Kharif,Blackgram
43.72,39.63,29.44,7.12,33.71,75.19,168.5,Alluvial,Kharif,Jute
26.52,88.01,290.15,6.02,34.58,65.9,74.98,Black Soil,Kharif,Grapes
75.09,47.29,27.7,6.12,22.01,66.39,90.48,Clay Loam,Kharif,Maize
37.69,57.77,27.51,7.33,22.4,68.18,71.88,Sandy,Rabi,Lentil
87.55,49.12,50.11,6.8,29.73,69.78,59.96,Sandy Loam,Kharif,Watermelon
25.63,63.57,26.83,7.03,19.88,71.19,73.26,Clay Loam,Rabi,Lentil
40,28.54,28.17,7.25,34.78,52.17,118.56,Sandy Loam,Kharif,Mango
90.04,75.69,85.48,6.33,23.96,79.63,183.79,Loamy,Kharif,Papaya
33.23,55.3,37.97,5.67,17.03,64.7,74.24,Loamy,Kharif,KidneyBeans
30.91,105.34,228.03,6.14,20.24,60.43,91.38,Black Soil,Rabi,Grapes
20.73,17.95,31.23,5.9,25.42,67.71,93.63,Sandy Loam,Kharif,Mango
41.59,56.69,54.39,7.13,21.37,61.61,86.62,Loamy,Rabi,Chickpea
100.26,43.22,102.7,6.35,27.24,73.16,210.08,Clay Loam,Kharif,Coffee
51.65,27.5,34.24,6.88,30.62,86.06,160.77,Clay,Kharif,Jute
29.9,29.04,21.08,7.02,24.77,49.58,83.57,Sandy,Kharif,Pomegranate
33.29,64.76,32.89,5.98,19.9,70.28,91.61,Sandy,Rabi,KidneyBeans
40.7,52.57,47.34,6.08,25.06,68,99.8,Loamy,Rabi,Blackgram
102.16,54.29,46.69,6.93,27.16,76.79,57.32,Loamy,Kharif,Watermelon
39.36,33.58,38.06,6.53,29.78,56.32,92.1,Loamy,Kharif,Mango
88.91,57.68,41.48,6.32,29.76,73.62,53.54,Sandy Loam,Kharif,Muskmelon
81.15,43.67,44.98,6.59,24.97,86.74,285.04,Clay Loam,Rabi,Rice
28.05,105.75,211.47,5.68,13.65,68.06,137.01,Clay Loam,Rabi,Apple
15.17,41.66,25.64,6.58,33.53,68.52,42.59,Sandy Loam,Kharif,MothBeans
20.33,51.58,34.65,6.71,21.78,73.28,74.96,Clay Loam,Rabi,Lentil
43.07,54.03,30.12,6.54,27.56,74.24,69.4,Loamy,Kharif,Blackgram
34.24,50.99,33.18,7.33,27.39,78.99,99.2,Red Soil,Kharif,Blackgram
85.64,77.2,94.87,6.91,26.3,75.89,114.62,Loamy,Kharif,Papaya
90.33,58.39,57.66,6.44,27.91,74.48,66.58,Sandy,Zayad,Muskmelon
26.55,81.44,283.61,6.18,27.67,65.66,58.44,Sandy,Rabi,Grapes
80.21,57.71,26.74,6.09,18.95,67.67,64.04,Sandy Loam,Kharif,Maize
24.39,56.86,28.08,6.01,28.17,73.43,79.35,Clay Loam,Zayad,MungBean
16.38,23.13,26.81,6.61,23.88,47.77,89.58,Loamy,Kharif,Pomegranate
27.11,58.32,32.18,7.47,34.27,83.27,70.04,Clay Loam,Zayad,MungBean
